zone_id	zone_country_id	zone_code	zone_name	store_id	custom1	custom2	custom3	zone_invisible	zone_search
196	84	SA	South Aegean	NULL	NULL	NULL	NULL	0	NULL
197	84	TH	Thessaly	NULL	NULL	NULL	NULL	0	NULL
198	84	WG	West Greece	NULL	NULL	NULL	NULL	0	NULL
199	84	WM	West Macedonia	NULL	NULL	NULL	NULL	0	NULL
200	204	AG	Aargau	NULL	NULL	NULL	NULL	0	NULL
201	204	AI	Appenzell Innerrhoden	NULL	NULL	NULL	NULL	0	NULL
202	204	AR	Appenzell Ausserrhoden	NULL	NULL	NULL	NULL	0	NULL
203	204	BE	Bern	NULL	NULL	NULL	NULL	0	NULL
204	204	BL	Basel-Landschaft	NULL	NULL	NULL	NULL	0	NULL
205	204	BS	Basel-Stadt	NULL	NULL	NULL	NULL	0	NULL
206	204	FR	Freiburg	NULL	NULL	NULL	NULL	0	NULL
207	204	GE	Genf	NULL	NULL	NULL	NULL	0	NULL
208	204	GL	Glarus	NULL	NULL	NULL	NULL	0	NULL
209	204	JU	GraubÅnden	NULL	NULL	NULL	NULL	0	NULL
210	204	JU	Jura	NULL	NULL	NULL	NULL	0	NULL
211	204	LU	Luzern	NULL	NULL	NULL	NULL	0	NULL
212	204	NE	Neuenburg	NULL	NULL	NULL	NULL	0	NULL
213	204	NW	Nidwalden	NULL	NULL	NULL	NULL	0	NULL
214	204	OW	Obwalden	NULL	NULL	NULL	NULL	0	NULL
215	204	SG	St. Gallen	NULL	NULL	NULL	NULL	0	NULL
216	204	SH	Schaffhausen	NULL	NULL	NULL	NULL	0	NULL
217	204	SO	Solothurn	NULL	NULL	NULL	NULL	0	NULL
218	204	SZ	Schwyz	NULL	NULL	NULL	NULL	0	NULL
219	204	TG	Thurgau	NULL	NULL	NULL	NULL	0	NULL
220	204	TI	Tessin	NULL	NULL	NULL	NULL	0	NULL
221	204	UR	Uri	NULL	NULL	NULL	NULL	0	NULL
222	204	VD	Waadt	NULL	NULL	NULL	NULL	0	NULL
223	204	VS	Wallis	NULL	NULL	NULL	NULL	0	NULL
224	204	ZG	Zug	NULL	NULL	NULL	NULL	0	NULL
225	204	ZH	ZÅrich	NULL	NULL	NULL	NULL	0	NULL
226	195	A Coru§a	A Coru§a	NULL	NULL	NULL	NULL	0	NULL
227	195	Alava	Alava	NULL	NULL	NULL	NULL	0	NULL
228	195	Albacete	Albacete	NULL	NULL	NULL	NULL	0	NULL
229	195	Alicante	Alicante	NULL	NULL	NULL	NULL	0	NULL
230	195	Almeria	Almeria	NULL	NULL	NULL	NULL	0	NULL
231	195	Asturias	Asturias	NULL	NULL	NULL	NULL	0	NULL
232	195	Avila	Avila	NULL	NULL	NULL	NULL	0	NULL
233	195	Badajoz	Badajoz	NULL	NULL	NULL	NULL	0	NULL
234	195	Baleares	Baleares	NULL	NULL	NULL	NULL	0	NULL
235	195	Barcelona	Barcelona	NULL	NULL	NULL	NULL	0	NULL
236	195	Burgos	Burgos	NULL	NULL	NULL	NULL	0	NULL
237	195	Caceres	Caceres	NULL	NULL	NULL	NULL	0	NULL
238	195	Cadiz	Cadiz	NULL	NULL	NULL	NULL	0	NULL
239	195	Cantabria	Cantabria	NULL	NULL	NULL	NULL	0	NULL
240	195	Castellon	Castellon	NULL	NULL	NULL	NULL	0	NULL
241	195	Ceuta	Ceuta	NULL	NULL	NULL	NULL	0	NULL
242	195	Ciudad Real	Ciudad Real	NULL	NULL	NULL	NULL	0	NULL
243	195	Cordoba	Cordoba	NULL	NULL	NULL	NULL	0	NULL
244	195	Cuenca	Cuenca	NULL	NULL	NULL	NULL	0	NULL
245	195	Girona	Girona	NULL	NULL	NULL	NULL	0	NULL
246	195	Granada	Granada	NULL	NULL	NULL	NULL	0	NULL
247	195	Guadalajara	Guadalajara	NULL	NULL	NULL	NULL	0	NULL
248	195	Guipuzcoa	Guipuzcoa	NULL	NULL	NULL	NULL	0	NULL
249	195	Huelva	Huelva	NULL	NULL	NULL	NULL	0	NULL
250	195	Huesca	Huesca	NULL	NULL	NULL	NULL	0	NULL
251	195	Jaen	Jaen	NULL	NULL	NULL	NULL	0	NULL
252	195	La Rioja	La Rioja	NULL	NULL	NULL	NULL	0	NULL
253	195	Las Palmas	Las Palmas	NULL	NULL	NULL	NULL	0	NULL
254	195	Leon	Leon	NULL	NULL	NULL	NULL	0	NULL
255	195	Lleida	Lleida	NULL	NULL	NULL	NULL	0	NULL
256	195	Lugo	Lugo	NULL	NULL	NULL	NULL	0	NULL
257	195	Madrid	Madrid	NULL	NULL	NULL	NULL	0	NULL
258	195	Malaga	Malaga	NULL	NULL	NULL	NULL	0	NULL
259	195	Melilla	Melilla	NULL	NULL	NULL	NULL	0	NULL
260	195	Murcia	Murcia	NULL	NULL	NULL	NULL	0	NULL
261	195	Navarra	Navarra	NULL	NULL	NULL	NULL	0	NULL
262	195	Ourense	Ourense	NULL	NULL	NULL	NULL	0	NULL
263	195	Palencia	Palencia	NULL	NULL	NULL	NULL	0	NULL
264	195	Pontevedra	Pontevedra	NULL	NULL	NULL	NULL	0	NULL
265	195	Salamanca	Salamanca	NULL	NULL	NULL	NULL	0	NULL
266	195	Santa Cruz de Tenerife	Santa Cruz de Tenerife	NULL	NULL	NULL	NULL	0	NULL
267	195	Segovia	Segovia	NULL	NULL	NULL	NULL	0	NULL
268	195	Sevilla	Sevilla	NULL	NULL	NULL	NULL	0	NULL
269	195	Soria	Soria	NULL	NULL	NULL	NULL	0	NULL
270	195	Tarragona	Tarragona	NULL	NULL	NULL	NULL	0	NULL
271	195	Teruel	Teruel	NULL	NULL	NULL	NULL	0	NULL
272	195	Toledo	Toledo	NULL	NULL	NULL	NULL	0	NULL
273	195	Valencia	Valencia	NULL	NULL	NULL	NULL	0	NULL
274	195	Valladolid	Valladolid	NULL	NULL	NULL	NULL	0	NULL
275	195	Vizcaya	Vizcaya	NULL	NULL	NULL	NULL	0	NULL
276	195	Zamora	Zamora	NULL	NULL	NULL	NULL	0	NULL
277	195	Zaragoza	Zaragoza	NULL	NULL	NULL	NULL	0	NULL
278	215	ADA	Adana	NULL	NULL	NULL	NULL	0	NULL
279	215	ADI	Adiyaman	NULL	NULL	NULL	NULL	0	NULL
280	215	AFY	Afyonkarahisar	NULL	NULL	NULL	NULL	0	NULL
281	215	AGR	Agri	NULL	NULL	NULL	NULL	0	NULL
282	215	AKS	Aksaray	NULL	NULL	NULL	NULL	0	NULL
283	215	AMA	Amasya	NULL	NULL	NULL	NULL	0	NULL
284	215	ANK	Ankara	NULL	NULL	NULL	NULL	0	NULL
285	215	ANT	Antalya	NULL	NULL	NULL	NULL	0	NULL
286	215	ARD	Ardahan	NULL	NULL	NULL	NULL	0	NULL
287	215	ART	Artvin	NULL	NULL	NULL	NULL	0	NULL
288	215	AYI	Aydin	NULL	NULL	NULL	NULL	0	NULL
289	215	BAL	Balikesir	NULL	NULL	NULL	NULL	0	NULL
290	215	BAR	Bartin	NULL	NULL	NULL	NULL	0	NULL
291	215	BAT	Batman	NULL	NULL	NULL	NULL	0	NULL
292	215	BAY	Bayburt	NULL	NULL	NULL	NULL	0	NULL
293	215	BIL	Bilecik	NULL	NULL	NULL	NULL	0	NULL
294	215	BIN	Bingol	NULL	NULL	NULL	NULL	0	NULL
295	215	BIT	Bitlis	NULL	NULL	NULL	NULL	0	NULL
296	215	BOL	Bolu	NULL	NULL	NULL	NULL	0	NULL
297	215	BRD	Burdur	NULL	NULL	NULL	NULL	0	NULL
298	215	BRS	Bursa	NULL	NULL	NULL	NULL	0	NULL
299	215	CKL	Canakkale	NULL	NULL	NULL	NULL	0	NULL
300	215	CKR	Cankiri	NULL	NULL	NULL	NULL	0	NULL
301	215	COR	Corum	NULL	NULL	NULL	NULL	0	NULL
302	215	DEN	Denizli	NULL	NULL	NULL	NULL	0	NULL
303	215	DIY	Diyarbakir	NULL	NULL	NULL	NULL	0	NULL
304	215	DUZ	Duzce	NULL	NULL	NULL	NULL	0	NULL
305	215	EDI	Edirne	NULL	NULL	NULL	NULL	0	NULL
306	215	ELA	Elazig	NULL	NULL	NULL	NULL	0	NULL
307	215	EZC	Erzincan	NULL	NULL	NULL	NULL	0	NULL
308	215	EZR	Erzurum	NULL	NULL	NULL	NULL	0	NULL
309	215	ESK	Eskisehir	NULL	NULL	NULL	NULL	0	NULL
310	215	GAZ	Gaziantep	NULL	NULL	NULL	NULL	0	NULL
311	215	GIR	Giresun	NULL	NULL	NULL	NULL	0	NULL
312	215	GMS	Gumushane	NULL	NULL	NULL	NULL	0	NULL
313	215	HKR	Hakkari	NULL	NULL	NULL	NULL	0	NULL
314	215	HTY	Hatay	NULL	NULL	NULL	NULL	0	NULL
315	215	IGD	Igdir	NULL	NULL	NULL	NULL	0	NULL
316	215	ISP	Isparta	NULL	NULL	NULL	NULL	0	NULL
317	215	IST	Istanbul	NULL	NULL	NULL	NULL	0	NULL
318	215	IZM	Izmir	NULL	NULL	NULL	NULL	0	NULL
319	215	KAH	Kahramanmaras	NULL	NULL	NULL	NULL	0	NULL
320	215	KRB	Karabuk	NULL	NULL	NULL	NULL	0	NULL
321	215	KRM	Karaman	NULL	NULL	NULL	NULL	0	NULL
322	215	KRS	Kars	NULL	NULL	NULL	NULL	0	NULL
323	215	KAS	Kastamonu	NULL	NULL	NULL	NULL	0	NULL
324	215	KAY	Kayseri	NULL	NULL	NULL	NULL	0	NULL
325	215	KLS	Kilis	NULL	NULL	NULL	NULL	0	NULL
326	215	KRK	Kirikkale	NULL	NULL	NULL	NULL	0	NULL
327	215	KLR	Kirklareli	NULL	NULL	NULL	NULL	0	NULL
328	215	KRH	Kirsehir	NULL	NULL	NULL	NULL	0	NULL
329	215	KOC	Kocaeli	NULL	NULL	NULL	NULL	0	NULL
330	215	KON	Konya	NULL	NULL	NULL	NULL	0	NULL
331	215	KUT	Kutahya	NULL	NULL	NULL	NULL	0	NULL
332	215	MAL	Malatya	NULL	NULL	NULL	NULL	0	NULL
333	215	MAN	Manisa	NULL	NULL	NULL	NULL	0	NULL
334	215	MAR	Mardin	NULL	NULL	NULL	NULL	0	NULL
335	215	MER	Mersin	NULL	NULL	NULL	NULL	0	NULL
336	215	MUG	Mugla	NULL	NULL	NULL	NULL	0	NULL
337	215	MUS	Mus	NULL	NULL	NULL	NULL	0	NULL
338	215	NEV	Nevsehir	NULL	NULL	NULL	NULL	0	NULL
339	215	NIG	Nigde	NULL	NULL	NULL	NULL	0	NULL
340	215	ORD	Ordu	NULL	NULL	NULL	NULL	0	NULL
341	215	OSM	Osmaniye	NULL	NULL	NULL	NULL	0	NULL
342	215	RIZ	Rize	NULL	NULL	NULL	NULL	0	NULL
343	215	SAK	Sakarya	NULL	NULL	NULL	NULL	0	NULL
344	215	SAM	Samsun	NULL	NULL	NULL	NULL	0	NULL
345	215	SAN	Sanliurfa	NULL	NULL	NULL	NULL	0	NULL
346	215	SII	Siirt	NULL	NULL	NULL	NULL	0	NULL
347	215	SIN	Sinop	NULL	NULL	NULL	NULL	0	NULL
348	215	SIR	Sirnak	NULL	NULL	NULL	NULL	0	NULL
349	215	SIV	Sivas	NULL	NULL	NULL	NULL	0	NULL
350	215	TEL	Tekirdag	NULL	NULL	NULL	NULL	0	NULL
351	215	TOK	Tokat	NULL	NULL	NULL	NULL	0	NULL
352	215	TRA	Trabzon	NULL	NULL	NULL	NULL	0	NULL
353	215	TUN	Tunceli	NULL	NULL	NULL	NULL	0	NULL
354	215	USK	Usak	NULL	NULL	NULL	NULL	0	NULL
355	215	VAN	Van	NULL	NULL	NULL	NULL	0	NULL
356	215	YAL	Yalova	NULL	NULL	NULL	NULL	0	NULL
357	215	YOZ	Yozgat	NULL	NULL	NULL	NULL	0	NULL
358	215	ZON	Zonguldak	NULL	NULL	NULL	NULL	0	NULL
359	222	ABN	Aberdeen	NULL	NULL	NULL	NULL	0	NULL
360	222	ABNS	Aberdeenshire	NULL	NULL	NULL	NULL	0	NULL
361	222	ANG	Anglesey	NULL	NULL	NULL	NULL	0	NULL
362	222	AGS	Angus	NULL	NULL	NULL	NULL	0	NULL
363	222	ARY	Argyll and Bute	NULL	NULL	NULL	NULL	0	NULL
364	222	BEDS	Bedfordshire	NULL	NULL	NULL	NULL	0	NULL
365	222	BERKS	Berkshire	NULL	NULL	NULL	NULL	0	NULL
366	222	BLA	Blaenau Gwent	NULL	NULL	NULL	NULL	0	NULL
367	222	BRI	Bridgend	NULL	NULL	NULL	NULL	0	NULL
368	222	BSTL	Bristol	NULL	NULL	NULL	NULL	0	NULL
369	222	BUCKS	Buckinghamshire	NULL	NULL	NULL	NULL	0	NULL
370	222	CAE	Caerphilly	NULL	NULL	NULL	NULL	0	NULL
371	222	CAMBS	Cambridgeshire	NULL	NULL	NULL	NULL	0	NULL
372	222	CDF	Cardiff	NULL	NULL	NULL	NULL	0	NULL
373	222	CARM	Carmarthenshire	NULL	NULL	NULL	NULL	0	NULL
374	222	CDGN	Ceredigion	NULL	NULL	NULL	NULL	0	NULL
375	222	CHES	Cheshire	NULL	NULL	NULL	NULL	0	NULL
376	222	CLACK	Clackmannanshire	NULL	NULL	NULL	NULL	0	NULL
377	222	CON	Conwy	NULL	NULL	NULL	NULL	0	NULL
378	222	CORN	Cornwall	NULL	NULL	NULL	NULL	0	NULL
379	222	DNBG	Denbighshire	NULL	NULL	NULL	NULL	0	NULL
380	222	DERBY	Derbyshire	NULL	NULL	NULL	NULL	0	NULL
381	222	DVN	Devon	NULL	NULL	NULL	NULL	0	NULL
382	222	DOR	Dorset	NULL	NULL	NULL	NULL	0	NULL
383	222	DGL	Dumfries and Galloway	NULL	NULL	NULL	NULL	0	NULL
384	222	DUND	Dundee	NULL	NULL	NULL	NULL	0	NULL
385	222	DHM	Durham	NULL	NULL	NULL	NULL	0	NULL
